labels,text
fear,"So, whom ever came before us, Christian, Muslim, Jew, Buddha etc,, is the lesson not that robs us all of achieving our purpose. . . "
surprise,"If I get to  house tomorroe and she's sleeping , I know the perfect way to wake. her up ( cantwait "
surprise,So jake just shaved joe's hair. There is now a creature in the bath tub 
joy,solid workout at indoor! ! Time to do hw half asleep! ! tired 
anger,cuss my wouldn't let me feel for stranger . 
disgust,"Forgot my water bottle in my car, so I spent $ on a Dasani, only to dump it and fill it with tap water "
joy,we had a bomb ass breakfast now she bout too cook dinner . 
surprise, surprised you are not on strike today. . You love a ride on a pointless bandwagon. 
sadness,Ando out with a Knee Injury till Feb. / mufc 
sadness,"I just found out  is touring without  ,[ my heart dropped a little getwellsoon "
joy,Playing some Christmas music on the ukulele. 
joy,I don't smile because I think I'm beautiful. I smile because I know I am blessed! ! 
sadness, So. Im Under pounds at age (almost ). . . and I live in the South. P. S. . . . I dont have a fat ass. 
sadness,I hate when Twitter doesn't allow enough characters for a meaningful tweet ) 
sadness,ugghh i cant believe Rachel Crow left the XFactor! ! ! she wuz mehh fave. . . 
joy,dislocated my knee playing dodgeball last night. . . headed to the ortho doc in a couple hours to be sure everything is alright 
sadness, I failed at making your mom's spinach dip 
surprise,"Haren fohnen en dan naar anna, heb er zin in! "
joy,"six page paper, presentation, and pike banner all due tomorrow busybusy "
disgust,Lot of for the staff sweeping roads in the mornings. . and for ppl who litter and hv their pets defecate on the roads 
joy,Keep ya head up dnt let NOsteal ur joy! . . Somthn tht is ritefully urs as a gift rm our Father! Own it love it amp keep it close amp dear! ! 
joy,just watched the scene in Dead Set where Davina gets her throat ripped out 
sadness,OH SHIT! ! tomorrow is part of tha season finale of Son Of Anarchy! ! 
joy,is possible in the midst of grieving or trials. Joy is independent from circumstances. // Good word from  
anger,"Hate it when the bathroom window is left open when it gets cold, freezes the bathroom "
sadness," Yeah, I can't load my funny pic of Cam and his twinkie ( "
sadness,I don't want this fucking christmas whitout you ! 
surprise, well the moment has passed. . . . and my plan didn't work. 
joy,"Enrolment done, I. S exam done, an hour walk home to study for the next one. . . "
sadness, Bahahahaha. . . walkin around trying to look cute with snot running down their nose. . . 
joy,just found out going to spend the th of December till the nd of January in Faqra. . 
joy,an But true happiness is being able to take it all in and embrace all you've been givin even if it sucks. REJOICE 
fear,"Our present Society is based on which disable us grow think properly amp expand our thoughts Religion, media, education r fear sources "
surprise, ik doe t alleen om de kids die de pech hadden door die van mij getrokken te zijn traumavrij te houden gekkehenkie 
joy,My alarm informed me that its going off in hours and mins. 
surprise,"hey, jesse can hit threes when he doesn't rush them! "
anger,I pretend fight all the time 
anger,  its because our social lives are decreasing . . . TOO MUCH BLOODY WORK ! ! 
fear,i'm discovering a band i missed from years ago. . . wishing i hadn't been so sheltered growing up. 
anger,"so, apparently my parents don't love me enough to buy me what I wanted for nearly sixteen years now a puppy. unloved "
sadness,"Omg I hate it when you get a txt from someone that can make you feel down, when your life is going great! "
anger,Im pretty sure the idiot baristas of the Auburn Starbucks are making me fat by ignoring my request for nonfat milk. 
joy,Thought I was going to see today instead I got to see varsity boys 
sadness,You know what? I surrender. I don't want to be considered that person. It's not my forte. 
surprise,Procrastinating viewing  review of the Kindle reader suite. A special someone's Christmas gift shhh! 
joy,Someone should have filmed this whole night. THIS is what I imagined this weekend to be. Wow. musicallyfullfilled 
anger,Messed up hand from punching shit. management please 
joy,my niece bad as shit . 
anger,quotDon’t play games with an they’re far too intelligent and they’ll probably lose their tempers real quick. quot this is so me haha 
sadness,"To the world, you may be one person. But to a person, you may be their world. . . . I don't think so "
surprise,ON MY WAY HOME NOW! ! ! D Let the hr trip begin now ) 
anger,"Or quotdear person in the lib, shut up. quot TELL THE PERSON TO STFU cuz they prob won't see your fbook status. "
joy,Training in the pitch black and freezing cold 
sadness,  ill send you my cd lol . . . Or give it to you after youvstop being a bitch and come see me 
joy,Spending my only free of the day in the library 
fear,City shutting up shop thought they were amazing attacking side? 
fear,YOU A FUCK NIGGA YOU FEAR the fags CAUSE YOU FEAR them GANGING UP ON YOU amp DESTROYIN WHAT YOU SLUTTED FOR. HARD 
joy, alors comme c'est la y risque de launcher sans savoir si ca va fucker de quoi dans notre departement. . . 
joy,"Love Is Life ampamp Life Is Loving,,. Very Special "
sadness,  twitter wont let me go far enough back into my mentions to find out how we met. 
joy,First christmas movie of the year 
joy,after that nice evening now its back to homework and dishes. ! 
surprise, can't wait till friday! and the mhmm. . . wonder what it is ) 
surprise,"Playing basketball two hours away standing in the huddle, look up in the stands  is sitting there hmmm much "
joy,just got stressed out about a study guide. . . that i haven't even done yet 
surprise,"Luisteren naar  die presenteert op  , vandaag niet via AM maar wel via www. nowplaying Rebecca St. James "
surprise,Ok naar crèche voor knutselavond.  opperde een drol van ontbijtkoek maar het wordt vast iets braafs 
surprise,Awesome shopping trip with  and  ) I only got one thing! shopaholicsannonymous 
surprise,"Goedemorgen allemaal. Straks lieve Sint begeleiden naar de school van mijn dochtertje -), zij weet van niets -). "
surprise,Oh null you thought it was fa play play 
joy,The Higher The Heel The Closer To God 
surprise,"Lord help us all, Baby Boy is comin on BET! "
joy,Have to finish Christmas shopping ugh. . . 
fear,"is not REAL. its False Evidence Appearing Real lt---- have keep tellin myself this. . . I'm Fearless, got be, its my time! ! ! Repeat. . . "
joy,"I have the worst headache, amp I dont get to sleep tonight. . . "
fear,I'm starting to get anxious about tonight's date. What if we have nothing to talk about? What if I have to buy my own drinks? 
surprise,Sports appreciation final. I'm gonna miss this class it was actually a lot of fun 
sadness,Not allowed to critically joke about movies anymore    
sadness," its funny how i used to talk to you all the time, i moved and we emailed and now. . . We dont talk at all! "
anger,I absolutely hate my neighbors dog it barks all the fucking time for no fucking reason 
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot "
joy,I know if Bug dnt come back to the phone I'm hangin up. ! 
joy,  that Lynne is to blame with her talk of Christmas pillowcases. Now I shall have many flannel ones. 
joy,Its karaoke night at Applebees and I have to work till . lt 
joy, glad I'm not alone! I'm not sleeping tonight! ! 
sadness,"Had my very first car since I was . years, months, and days later just sold it. "
anger,"my laptop is a cheap piece of shit hole, why don't you work properly for once you dumb junky fuck head "
joy,caribbean jerk brown rice 
anger,A fatpig like kenny should roll himself in a pool of syrup. Then lock himself in a cage under the sun. Let some red ants bite him. 
joy,Although now a little concerned that this is a perfect storm for some sort of crappy horror story? 
surprise,If I guy sang one less lonely girl to me and actually meant it I'd believe him 
joy,Got powderpuff outfit finally all planned) . . . now homework. 
sadness,Everyday I check the mail. . 
joy, yes it is. Last minutes! I'm ALONE IN THE HOUSE AND I HAVE THE REMOTE. 
joy,An hour and a half at work out of a hour shift and I'm pissed off already. 
surprise,Mama think I'm cumin home Wednesday but I'm booked my ticket for Tuesday. . N when I get home ima just tell her slide and get me 
joy,! ! !  JUDAH'S BEEN MATCHED! ! ! JUDAH HAS A FAMILY! ! ! ! ! ! ! praise  I'm literally jumping and crying with excitement. 
joy,The sheer of french profanity. . . 
joy,"Après avoir fini un sac complet de Ricola la semaine passée en jours, la toux me reprend j'vais m'acheter un autre sac. NOT "
joy,At the clinic and trying NOT to collapse on the floor with an asthma attack. 
sadness, I KNOW! ! ! ! I me a dirty fuck! ! ! I never got my chance to have him and  together mmm mmm mmm 
joy,Houses with christmas lights make me happy ) 
anger,"So the day after my class ended where I needed file support in the app, the update brings it. "
anger,is a thirst not easily quenched 
joy,Of course half of the floors phone at work stopped working in the middle of our calls 
fear,"I don't wanna live like my mother, I don't wanna let rule my life. "
surprise,my family is the absolute best and they love not only me but  and  as well! yayyy! ! ! ! ! ! ! 
