labels,text
sadness,"When my sister left to go home, in Sweden, after the Christmas Holidays. "
anger,When my dress was stolen. 
disgust,When an uncle of mine who is very ill started to cough wich sounded very dirty. (He can't help it of course). 
shame,A month ago I turned in an English paper in late after I had already had a previous paper late and promised not to do it again. 
guilt,It was when I injured a friend accidentally with a stone. It made a cut on the cheeks which resulted in suturing. 
guilt,I felt guilt when my friends were punished to slash grass at the gound because of making noise in class. I was in the group of noise-makers but I denied having done any noise. 
disgust,"When my grandmother was about years old, she lived with us for several years. I saw her illness. I did not even want to breath the air that smelled of her presence. "
joy,"My st birthday celebration, when I cut the cake and received the presents. "
anger,"When I am accused of something I have not done, I get unbelievably angry. "
joy,A boy I had been admiring so much asked me to go out with him. 
anger,"When I was deputy manager during the Summer, certain deputies took liberties, more than what was normal. "
shame,Not doing well in the examn. 
guilt,I do not help out enough at home. 
shame,When I did not buy what I had promised to. 
guilt,"I live with my boyfriend, we have a close relationship, I fell in love with another man. "
shame,"When I went to a sauna with my father for the first time (I was ). When I entered the sauna naked, I felt ashamed for a short time. "
guilt,I didn't visit a very close friend at the hospital and some days later he died. 
fear,"I went to practice in Sweden during summer, and I was afraid that I would not do well. "
shame,I was dishonest to my boyfriend concerning something that is important to our relationship. 
disgust,When I failed to secure employment after my form in Lusaka despite my excellent certificate. 
anger,"An incident occurred to me when I was going home with my girlfriend. On the way, a man named Banda grabbed my girlfriend in my presence. I was really angry with him and as a result I threw stones at him and he ran away. "
joy,"Walking along the beach with a friend (another girl), talking, picking up shells, laughing, chasing seagulls. "
disgust,I read about a monk who had been murdered and put into a barrel which was filled with blood of pigs. 
shame,I thought I had taken a decision but I hesitated. 
shame,When I confessed to my girl-friend (now my wife) that I had betrayed her with another woman. 
disgust,A few days ago I saw two dandy girls of my age. I disliked their clothes and their way of doing. 
sadness,"I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it. I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds. Result hysterical mess, blinding and blaming. "
